Feature,mz,RT,Corr_ID,Compound_Name,Adduct,formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,overallFeatureQuality,featureId
2278,628.4625272141478,6.737748,NA,NA,NA,1,C32H61N5O7,[M + H]+,C32H62N5O7+,Amino acids and Peptides,0.647,Oligopeptides,0.677,Linear peptides,0.354,Organic acids and derivatives,0.996,Carboxylic acids and derivatives,0.984,"Amino acids, peptides, and analogues",0.973,Peptides,0.742,Peptides,0.742,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",628.462,404,6.74,703062296118814600,703045713052368800,NA,2278
1351,628.6791507806337,3.9439237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1353,629.0250528365472,3.9414597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,629.3355079636655,2.6561408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,629.3988280687596,5.9301715,NA,NA,NA,5,C35H58O8,[M + Na]+,C35H58NaO8+,Polyketides,0.641,Polyethers,0.334,Open-chain polyketides,0.22,Lipids and lipid-like molecules,0.504,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.504,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ethers; Organooxygen compounds; Dialkyl ethers; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,629.398,355,5.922,703061156236946300,703045704626010900,NA,2010
2615,629.4224446101871,7.7298,NA,NA,NA,1,C32H62O10,[M + Na]+,C32H62NaO10+,Polyketides,0.776,Polyethers,0.435,Open-chain polyketides,0.19,Lipids and lipid-like molecules,0.814,Fatty Acyls,0.666,NA,NA,NA,NA,Fatty Acyls,0.666,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,629.423,463,7.717,703063501423439500,703045724741895600,NA,2615
2401,629.423071213007,7.148716,28,NA,NA,1,C32H62O10,[M + Na]+,C32H62NaO10+,Fatty acids,0.888,Glycerolipids,0.327,Wax monoesters,0.175,Lipids and lipid-like molecules,0.74,Fatty Acyls,0.664,NA,NA,NA,NA,Fatty Acyls,0.664,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,629.423,429,7.152,703062691713010600,703045717049541e3,NA,2401
725,630.3623322445798,3.5067868,NA,NA,NA,4,C33H53NO9,[M + Na]+,C33H53NNaO9+,Polyketides,0.758,Linear polyketides,0.594,Open-chain polyketides,0.403,Benzenoids,0.546,NA,NA,NA,NA,NA,NA,Benzenoids,0.546,Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Organooxygen compounds; Dialkyl ethers; Benzenoids; Amines; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,630.362,211,3.517,703055396773619600,703045672111762400,NA,725
1784,630.3893019896633,5.2566,NA,NA,NA,3,C31H53N5O7,[M + Na]+,C31H53N5NaO7+,Amino acids and Peptides,0.859,Oligopeptides,0.967,Linear peptides,0.241,Organic acids and derivatives,0.984,Carboxylic acids and derivatives,0.956,"Amino acids, peptides, and analogues",0.918,Amino acids and derivatives,0.907,Alpha amino acids and derivatives,0.825,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",630.389,314,5.24,703059644471306800,703045697143371600,NA,1784
1562,631.3788479451292,4.705273,NA,NA,NA,2,C30H52N6O7,[M + Na]+,C30H52N6NaO7+,Amino acids and Peptides,0.729,Oligopeptides,0.824,Cyclic peptides,0.374,Organic acids and derivatives,0.935,Carboxylic acids and derivatives,0.787,"Amino acids, peptides, and analogues",0.724,Peptides,0.531,Peptides,0.531,"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",631.378,282,4.699,703058095489606700,703045690461844500,NA,1562
2327,631.402210643529,6.8391914,26,NA,NA,1,C38H56O6,[M + Na]+,C38H56NaO6+,Terpenoids,0.912,Carotenoids (C40),0.872,"Carotenoids (C40, β-β)",0.093,Lipids and lipid-like molecules,0.923,Prenol lipids,0.749,NA,NA,NA,NA,Prenol lipids,0.749,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,631.402,410,6.826,703062455275886600,703045714709119100,NA,2327
2551,631.4386565815865,7.563728,7,NA,NA,1,C34H62O10,[M + H]+,C34H63O10+,Polyketides,0.721,Polyethers,0.581,Macrotetrolides,0.386,Lipids and lipid-like molecules,0.754,Fatty Acyls,0.535,NA,NA,NA,NA,Fatty Acyls,0.535,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,631.439,454,7.567,703063298637221900,703045722497942700,NA,2551
2138,631.438666522565,6.4399395,NA,NA,NA,3,C32H64O10,[M + Na]+,C32H64NaO10+,Polyketides,0.44,Polyethers,0.38,Open-chain polyketides,0.107,Lipids and lipid-like molecules,0.55,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.55,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,631.439,386,6.439,703061650506346e3,703045708744817900,NA,2138
1576,632.4206671729618,4.7515326,NA,NA,NA,1,C30H57N5O9,[M + H]+,C30H58N5O9+,Amino acids and Peptides,0.779,Oligopeptides,0.631,Tripeptides,0.174,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.996,"Amino acids, peptides, and analogues",0.92,Peptides,0.714,Peptides,0.714,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",632.421,285,4.751,703058129316670600,703045691162293200,NA,1576
603,633.3383999849137,3.3767447,NA,NA,NA,2,C34H44N6O6,[M + H]+,C34H45N6O6+,Amino acids and Peptides,0.703,Oligopeptides,0.593,Cyclic peptides,0.138,Organic acids and derivatives,0.994,Carboxylic acids and derivatives,0.983,"Amino acids, peptides, and analogues",0.944,Amino acids and derivatives,0.938,Alpha amino acids and derivatives,0.779,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",633.338,202,3.367,703054573372973300,703045668949256800,NA,603
1955,633.411416102262,5.6729693,NA,NA,NA,2,C40H56O6,[M + H]+,C40H57O6+,Terpenoids,0.999,Carotenoids (C40),0.995,"Carotenoids (C40, β-β)",0.6,Lipids and lipid-like molecules,0.96,Prenol lipids,0.979,Tetraterpenoids,0.9,Carotenoids,0.857,Xanthophylls,0.876,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organooxygen compounds; Dialkyl ethers; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,633.412,340,5.663,703060650991071500,703045702826654200,NA,1955
2280,633.4177874077257,6.737736,NA,NA,NA,2,C33H60O11,[M + H]+,C33H61O11+,Polyketides,0.503,Linear polyketides,0.121,Open-chain polyketides,0.322,Organic oxygen compounds,1,Organooxygen compounds,1,Carbohydrates and carbohydrate conjugates,0.818,Glycosyl compounds,0.593,O-glycosyl compounds,0.561,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,633.418,404,6.736,703062298635397400,7.0304571312367194e+17,NA,2280
2453,633.4541015331042,7.264044,NA,NA,NA,1,C34H64O10,[M + H]+,C34H65O10+,Polyketides,0.833,Polyethers,0.93,Macrotetrolides,0.719,Lipids and lipid-like molecules,0.611,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.611,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dialkyl ethers; Acetals; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,633.454,436,7.273,703062965768852600,703045718840509e3,NA,2453
1688,634.4012515836325,5.053545,NA,NA,NA,1,C30H51N9O6,[M + H]+,C30H52N9O6+,Amino acids and Peptides,0.666,Oligopeptides,0.794,Tripeptides,0.293,Organic acids and derivatives,0.765,Carboxylic acids and derivatives,0.547,"Amino acids, peptides, and analogues",0.541,Amino acids and derivatives,0.519,Amino acids and derivatives,0.519,"Organic compounds; Amino acids, peptides, and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Dialkyl ethers; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",634.401,302,5.028,703058728565307900,703045694417073700,NA,1688
2839,634.4258533091208,8.69362,NA,NA,NA,1,C38H55N3O5,[M + H]+,C38H56N3O5+,Alkaloids,0.754,Tryptophan alkaloids,0.374,Depsipeptides,0.217,Organic acids and derivatives,0.988,Carboxylic acids and derivatives,0.984,"Amino acids, peptides, and analogues",0.894,Amino acids and derivatives,0.891,Amino acids and derivatives,0.891,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",634.425,521,8.686,703064348932922900,703045732799154400,NA,2839
879,634.8924605276602,3.6445813,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,635.3482910263684,2.694894,34,NA,NA,2,C27H54O16,[M + H]+,C27H55O16+,Fatty acids,0.359,Monoterpenoids,0.289,Iridoids monoterpenoids,0.261,Organic oxygen compounds,0.999,Organooxygen compounds,0.997,Carbohydrates and carbohydrate conjugates,0.704,NA,NA,Carbohydrates and carbohydrate conjugates,0.704,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organooxygen compounds; Dialkyl ethers; Acetals; Secondary alcohols; Oxanes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,635.348,162,2.699,703051176234109400,703045655368099100,NA,206
377,635.3846670036659,3.021193,NA,NA,NA,1,C28H58O15,[M + H]+,C28H59O15+,Fatty acids,0.843,Fatty acyls,0.543,Fatty alcohols,0.44,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.993,Dialkyl ethers,0.994,Polyethylene glycols,0.997,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,635.384,180,3.005,703054402274723700,703045662020265900,NA,377
882,637.3701117565861,3.6448672,3,NA,NA,4,C33H58O9,[M + K]+,C33H58KO9+,Polyketides,0.531,Polyethers,0.162,Open-chain polyketides,0.026,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.955,Dialkyl ethers,0.912,Dialkyl ethers,0.912,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,637.37,217,3.625,703056162057980200,703045675425262800,NA,882
1585,637.3768581042693,4.7557216,27,NA,NA,2,C32H52N4O9,[M + H]+,C32H53N4O9+,Amino acids and Peptides,0.874,Oligopeptides,0.982,Depsipeptides,0.224,Organic acids and derivatives,0.999,Peptidomimetics,0.502,Depsipeptides,0.548,Cyclic depsipeptides,0.597,Cyclic depsipeptides,0.597,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",637.376,285,4.751,703058165991666800,703045691472671900,NA,1585
2135,637.3917610171655,6.4358015,NA,NA,NA,1,C31H52N6O8,[M + H]+,C31H53N6O8+,Amino acids and Peptides,0.778,Oligopeptides,0.993,Depsipeptides,0.422,Organic acids and derivatives,1,Peptidomimetics,0.627,Depsipeptides,0.719,Cyclic depsipeptides,0.683,Cyclic depsipeptides,0.683,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Alpha amino acid amides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",637.392,386,6.429,703061629216057900,703045708639960300,NA,2135
